chunk,StateName,Crop,DistrictName,Year,Month,Day,Category,QueryType,Season,Sector
red leaf of cotton spraying of mgso4 100 gm urea 50 gm in 10 lit of water,Maharashtra,Cotton Kapas,Wardha,2007,1,14,0,2,Kharif,Agriculture
late sowing time of wheat upto 15 december irrigated,Maharashtra,Wheat,Nagpur,2007,1,2,0,1,Kharif,Agriculture
control measure for gram dumping of or wilt disease use disease resistant varities dreching of bavisstin 10gm10litof water,Maharashtra,1037,Bhandara,2007,1,2,0,2,Kharif,Agriculture
weather inquiry clearprecip chance 5,Maharashtra,Others,Chandrapur,2007,1,14,0,Weather,Nan,Agriculture
ask sowing season of summer watermelon sowing season of summer watermelon jan-feb,Maharashtra,Watermelon,Hingoli,2007,1,13,0,74,Rabi,Horticulture
sowing season of gnut in summer season gnut shold be sown during 15jan-15feb,Maharashtra,Groundnut Pea Nutmung Phalli,Hingoli,2007,1,13,0,1,Nan,Agriculture
sowing season of soyabean in summer season soyabean should sonw in month of jan-feb,Maharashtra,Soybean Bhat,Hingoli,2007,1,13,0,1,Nan,Agriculture
attack of jassids on chilli spraying of emida croplid 5 ml in 10 lit of water,Maharashtra,1280,Nandurbar,2007,1,13,0,76,Kharif,Horticulture
attack of thrips on cotton spraying of rogar 15 ml in 10 lit of water,Maharashtra,Cotton Kapas,Nandurbar,2007,1,13,0,3,Kharif,Agriculture
red leaf of cotton spray mgso4 100gm50gm urea10litof water,Maharashtra,Cotton Kapas,Washim,2007,1,1,0,2,Kharif,Agriculture
control measure for wheat rust spray mancozeb25gm10litof water,Maharashtra,Wheat,Washim,2007,1,2,0,2,Kharif,Agriculture
varieties of cow pea varieties - pusa phalguni pusa do phasali pusa komal etc,Maharashtra,Colocasia Arvi Arbi,Washim,2007,1,14,0,78,Rabi,Horticulture
dos of npk apply 151515 65kg and ssp 65 kgacre,Maharashtra,Groundnut Pea Nutmung Phalli,Washim,2007,1,19,0,5,Kharif,Agriculture
market rate of wheat date variety apmc unit quantity hrate lrate average 131210 ---- pune quintal 3978 2800 1400 2100 ---- ---- chopda quintal 10 1401 1225 1401 ---- ---- nagpur quintal 131 1700 1123 1411 ---- ---- mumbai quintal 9726 2200 1450 1825 ---- ---- shrirampur quintal 30 1631 1200 1475 ---- ---- deulgaon raja quintal 15 1500 1250 1360 ---- ---- mantha quintal 11 1550 1150 1350 ---- bansi murum quintal 7 1000 1000 1000,Maharashtra,Wheat,Mumbai,2007,1,2,0,6,Kharif,Agriculture
infection of bhindi spraying of coc 25 gm in 10 lit of water,A And N Islands,1282,Nicobar,2007,1,14,0,75,Kharif,Horticulture
asked about rice cultural practices recommended information given as per data,Andhra Pradesh,1137,Visakhapatnam,2008,7,30,0,0,Nan,Agriculture
asked about rice nursery managenmant recommended information given as per data,Andhra Pradesh,1137,Krishna,2008,7,30,0,0,Nan,Agriculture
asked about stem application in cotton recommended to use emidachloprid and water in 120 ratio as per data,Andhra Pradesh,Cotton Kapas,Guntur,2008,7,30,0,0,Nan,Agriculture
asked about cultural practices in black gram recommended information given as per data,Andhra Pradesh,Black Gram Urd Bean,Kurnool,2008,7,30,0,0,Nan,Agriculture
asked about cultural practices in banana recommended information given as per data,Andhra Pradesh,Banana,Anantpur,2008,7,30,0,0,Nan,Horticulture
asked about cultural practices in radish recommended information given as per data,Andhra Pradesh,Radish,Anantpur,2008,7,30,0,0,Nan,Horticulture
asked about weather report information given from interenet,Andhra Pradesh,Others,Anantpur,2008,7,30,0,0,Nan,Agriculture
asked about availability of equipments information given where its available,Andhra Pradesh,Others,Anantpur,2008,7,30,0,0,Nan,Agriculture
asked about weedicides in ground nut recommended to spray emajithaphir as per data,Andhra Pradesh,Groundnut Pea Nutmung Phalli,Y S R,2008,7,30,0,0,Nan,Agriculture
rainfall data 12th dec-scattered clouds 13th dec-scattered clouds,Karnataka,Others,Shimoga,2008,12,12,0,Weather,Kharif,Agriculture
rainfall data rainfall data given,Karnataka,Others,Davanagere,2008,12,12,0,Weather,Nan,Agriculture
qwhich vegetable crop suitable this time ans at this time you can sown bhindi crop,Madhya Pradesh,1282,Rewa,2008,5,30,Vegetables,74,Rabi,Horticulture
second dipping treatment for grape 40 ppm ga3 fer second dipping,Maharashtra,Grape,Nasik,2008,12,10,0,102,Nan,Horticulture
aphids on onion spraying of dimethoate 10 ml 10 ml sticker in 10 lit of water,Maharashtra,Onion,Nasik,2008,12,10,0,76,Nan,Horticulture
market rate of papaya market rate of papaya rs 700 quiav,Maharashtra,1324,Nasik,2008,12,10,0,102,Nan,Horticulture
thrips attack on onion spray emidacloprid 10 ml in 10 lit water,Maharashtra,Onion,Nasik,2008,12,11,0,76,Nan,Horticulture
fert dose in onion apply ammonium sulphate 20 kg 45 kg urea per acre,Maharashtra,Onion,Nasik,2008,12,11,0,Fertilizer Use And Availability,Nan,Horticulture
planting time for papaya planting can be at any season avoid during high rainfall,Maharashtra,1324,Nasik,2008,12,15,0,85,Nan,Horticulture
varieties of papaya taiwan-786 co-1 c0-2 c0-6 etc,Maharashtra,1324,Nasik,2008,12,15,0,78,Nan,Horticulture
varieties of black grapes thompson seedless,Maharashtra,Grape,Nasik,2008,12,15,0,78,Nan,Horticulture
blight attack on onion spray tilt 25 gm in 10 lit water,Maharashtra,Onion,Nasik,2008,12,17,0,75,Nan,Horticulture
herbicide in wheat spray isoprotoron 1 kg in 500 lit water,Maharashtra,Wheat,Nasik,2008,12,17,0,21,Nan,Agriculture
pod borer in tur spray 3ml spinosad or 20ml quinolphos in 10 lit of water,Maharashtra,1066,Dhule,2008,12,7,0,3,Jayad,Agriculture
farmer want the rahuri agriculture college contact no i giving him the rahuri agriculture college contact no02426 243861,Maharashtra,Others,Dhule,2008,12,8,0,29,Nan,Agriculture
breeds of buffalo murha surti mehsana jafrabadi,Maharashtra,964,Dhule,2008,12,15,0,Dairy Production,Nan,Animal Husbandry
thrips in onion spray dimetoate 10ml in 10 lit of water,Maharashtra,Onion,Jalgaon,2008,12,7,0,76,Kharif,Horticulture
varieties of okra arka anamika,Maharashtra,2103,Jalgaon,2008,12,9,0,78,Kharif,Horticulture
varieties of ginger china vyanad g-55-1 surbhi etc,Maharashtra,Ginger,Jalgaon,2008,12,11,0,78,Nan,Horticulture
weather report scattered clouds for 2 days,Maharashtra,Others,Jalgaon,2008,12,16,0,Weather,Nan,Agriculture
pest attack on arhar spray proclaim 10 ml in 10 lit water,Maharashtra,1066,Jalgaon,2008,12,17,0,3,Nan,Agriculture
flower drop problem in arhar spray planofix 4 ml in 10 lit water,Maharashtra,1066,Jalgaon,2008,12,17,0,26,Nan,Agriculture
market rate of onion rs 1000 per quintal average,Maharashtra,Onion,Jalgaon,2008,12,17,0,Market Information,Nan,Horticulture
2nd fertilizer dose for irrigated wheat 50 kg urea per acre,Maharashtra,Wheat,Ahmadnagar,2008,12,7,0,27,Kharif,Agriculture
blight in potato spray 20gm dithane m-45 or coc in 10 lit of water,Maharashtra,1296,Ahmadnagar,2008,12,7,0,75,Kharif,Horticulture
control measure for rust in wheat spray propiconazole 10ml in 10 lit of water,Maharashtra,Wheat,Ahmadnagar,2008,12,7,0,2,Kharif,Agriculture
2nd fertilizer dose for irrigated wheat 50kg urea per acre,Maharashtra,Wheat,Ahmadnagar,2008,12,7,0,27,Kharif,Agriculture
market rate of maize rs 760 per quintal,Maharashtra,1075,Ahmadnagar,2008,12,11,0,6,Nan,Agriculture
sowing time 4 late varieties of wheat 15 december,Maharashtra,Wheat,Ahmadnagar,2008,12,15,0,12,Nan,Agriculture
herbicide in onion spray basalin goal 1 kg in 500 lit of water apray after 1 month of planting,Maharashtra,Onion,Ahmadnagar,2008,12,17,0,94,Nan,Horticulture
pest attack on gram spray endosulphan 20 ml 25 ml neem oil in 10 lit water,Maharashtra,1037,Ahmadnagar,2008,12,17,0,3,Nan,Agriculture
rust in wheat spray tilt 10ml in 10lit of water,Maharashtra,Wheat,Pune,2008,12,7,0,2,Kharif,Agriculture
2nd fertilizer dose for onion 45kg urea per acre,Maharashtra,Onion,Pune,2008,12,7,0,Fertilizer Use And Availability,Kharif,Horticulture
fruit rot in chilli spray dithane m-45 or z-78 25gm in 10 lit of water,Maharashtra,Chillies,Pune,2008,12,7,0,0,Kharif,Horticulture
powdery mildew in chilli spray sulpher 25gm or karathane 10ml in 10 lit of water,Maharashtra,Chillies,Pune,2008,12,7,0,100,Kharif,Horticulture
pod borer attack on gram spray clorpyriphos 20 ml in 10 lit water,Maharashtra,1037,Pune,2008,12,11,0,3,Nan,Agriculture
pod borer attack on gram spray clorpyriphos 20 ml in 10 lit water,Maharashtra,1037,Pune,2008,12,11,0,3,Nan,Agriculture
fertliser dose of potato apply 165 kg suphala 75 kg urea 35 kg mop acre,Maharashtra,Potato,Pune,2008,12,14,0,Fertilizer Use And Availability,Kharif,Agriculture
treatment for onion seedlings before planting dip roots of seedlings in the solution of bavistine,Maharashtra,Onion,Pune,2008,12,15,0,91,Nan,Horticulture
any loan facilities for starting vermicompost project subsidy is available through agriculture dept,Maharashtra,Others,Pune,2008,12,17,0,8,Nan,Agriculture
any govt scheme for plantation of teakwood not any special scheme from govt but refer to contact social forestation dept such schemes are conducted through this dept,Maharashtra,Others,Pune,2008,12,17,0,15,Nan,Agriculture
how to control the pod borer in gram crop for controlling the pod borer in gram crop spraying chloropoyriphos 20ml in 10 lit water,Maharashtra,1037,Sangli,2008,12,8,0,3,Nan,Agriculture
irrigation is beneficial at the time of flowering yes irrigation is beneficial at the time of flowering,Maharashtra,1037,Sangli,2008,12,11,0,Water Management,Nan,Agriculture
information about weather in sangali district information about weather in sangali district are today partly cloudy weather with light rain,Maharashtra,Others,Sangli,2008,12,18,0,Weather,Nan,Agriculture
information about weather in sangali district information about weather in sangali district are today partly cloudy weather with light rain,Maharashtra,Others,Sangli,2008,12,18,0,Weather,Nan,Agriculture
information about farm pond i given detail information of about farm pond scheme suggest to contact agril officer,Maharashtra,Others,Solapur,2008,12,10,0,29,Nan,Agriculture
control measure for jowar rust spray m-45mancozeb25gm10litof water,Maharashtra,2051,Solapur,2008,12,10,0,2,Kharif,Agriculture
market rate of onion market rate of onion- rs 1100 qui,Maharashtra,Onion,Solapur,2008,12,10,0,Market Information,Nan,Horticulture
contact no of central hatchery centre contact no of central hatchery centre- 020 25816974 pune,Maharashtra,Others,Solapur,2008,12,10,0,29,Nan,Agriculture
herbicide in wheat spray 2-4-d 1-15 kg in 10 lit water,Maharashtra,Wheat,Solapur,2008,12,11,0,21,Nan,Agriculture
any govt scheme for starting dairy farming 25 subsidy is available by govt,Maharashtra,2047,Solapur,2008,12,17,0,31,Nan,Animal Husbandry
yellowing of wheat crop apply 55 kg 151515 20 kg urea per acre spray 1919 150 gm 30 gm coc in 10 lit water,Maharashtra,Wheat,Solapur,2008,12,17,0,27,Nan,Agriculture
less growth of gram even after 45 days of sowing 65 kg sufla 60 kg super phosphate per acre spray humic acid 30 gm in 10 lit water,Maharashtra,1037,Kolhapur,2008,12,11,0,20,Nan,Agriculture
flower drop problem in mango spray planofix 6 ml in 10 lit water,Maharashtra,1268,Kolhapur,2008,12,11,0,99,Nan,Horticulture
pod borer attack on gram spray clorpyriphos 20 ml 25 ml neem ark in 10 llit water,Maharashtra,1037,Kolhapur,2008,12,11,0,3,Nan,Agriculture
low fat in milk of cow allow grinded maize mineral mixture,Maharashtra,2047,Kolhapur,2008,12,11,0,43,Nan,Animal Husbandry
market rate of onion 800-2000 rsqtl,Maharashtra,Onion,Aurangabad,2008,12,7,0,Market Information,Jayad,Horticulture
thrips in onion spray dimethoate 10ml in 10 lit of water,Maharashtra,Onion,Aurangabad,2008,12,7,0,76,Kharif,Horticulture
ask about varieties of sugarcane co-8603294012,Maharashtra,Sunnhemp Patua,Aurangabad,2008,12,9,0,5,Kharif,Agriculture
control measure of pod borer of tur spray cypermethrin 4 ml in 10 liter of water,Maharashtra,1066,Aurangabad,2008,12,10,0,3,Kharif,Agriculture
late sowing var of wheat late sowing var of wheat- akw-1071hd-2501hd-2610 etc,Maharashtra,Wheat,Aurangabad,2008,12,10,0,5,Nan,Agriculture
blight on onion spraing of m-45 25 gm 10 ml sticker in 10 lit of water,Maharashtra,Onion,Aurangabad,2008,12,10,0,75,Nan,Horticulture
address of soil testing lab soil testing labharbhajansing buildingusmanpura eknath roadaurangabad,Maharashtra,Others,Aurangabad,2008,12,10,0,29,Nan,Agriculture
fert dose 4 mangeo 5 years old plant 5 kg compost 350 gm sufla 200 gm urea per plant,Maharashtra,1268,Aurangabad,2008,12,11,0,Fertilizer Use And Availability,Nan,Horticulture
sucking pest attack on onion spray emidacloprid 10 ml in 10 lit water,Maharashtra,Onion,Aurangabad,2008,12,11,0,76,Nan,Horticulture
late sowing time for wheat 15 december,Maharashtra,Wheat,Aurangabad,2008,12,15,0,12,Nan,Agriculture
varieties of brinjal krushna ruchira aruna pusa kranti pragati etc,Maharashtra,1279,Aurangabad,2008,12,17,0,78,Nan,Horticulture
herbicide in maize jowar and wheat spray 2-4-d 1 kg in 500 lit water spray after 30-40 days of sowing,Maharashtra,1075,Aurangabad,2008,12,17,0,0,Nan,Agriculture
information about weather in aurangabad district information about weather in aurangabad district are today partly cloudy weather with light rain,Maharashtra,Others,Aurangabad,2008,12,18,0,Weather,Nan,Agriculture
information about market rate of maize crop in ameamdnagar market information about market rate of maize crop in ameamdnagar market are rs106800 per quintal,Maharashtra,1075,Aurangabad,2008,12,18,0,6,Nan,Agriculture
control measure of leaf rolar on tur crop control measure of leaf rolar on tur crop are spray 20 ml chlorophyriphos in 10 liter of water,Maharashtra,Pigeon Pea Red Gramarhartur,Aurangabad,2008,12,18,0,3,Nan,Agriculture
control measure of stem borer on jower spray trizophos deltamethrin 25 ml in 10 liter of water,Maharashtra,2051,Jalna,2008,12,14,0,3,Kharif,Agriculture
market rate soyabean rs 2300-2400qt,Maharashtra,Soybean Bhat,Parbhani,2008,12,14,0,6,Kharif,Agriculture
market rate of tur rs 5400 qt,Maharashtra,Pigeon Pea Red Gramarhartur,Parbhani,2008,12,14,0,6,Kharif,Agriculture
control measure of weed of wheat spray altrabutoclor 1-15 kg in 500 liter of water,Maharashtra,Wheat,Parbhani,2008,12,14,0,22,Nan,Agriculture
irrigation onterval in wheat 21 day interval,Maharashtra,Wheat,Parbhani,2008,12,15,0,Water Management,Nan,Agriculture
fertiliser dose of pomogranate 3 yr tree apply 15 kg compost 825 gm suphala and urea tree,Maharashtra,1325,Beed,2008,12,10,0,Fertilizer Use And Availability,Kharif,Horticulture
market rate of onion rs 1200 per quintal,Maharashtra,Onion,Beed,2008,12,15,0,Market Information,Nan,Horticulture
pest attack on arhar spray endosulphan 20 ml 30 ml neem oil in 10 lit water,Maharashtra,1066,Beed,2008,12,17,0,3,Nan,Agriculture
sowing time for groundnut summer 15 jan- 15 feb,Maharashtra,Groundnut Pea Nutmung Phalli,Beed,2008,12,17,0,12,Nan,Agriculture
infecton of blight on onion spraying of coc 25 gm in 10 lit of water,Maharashtra,Onion,Beed,2008,12,18,0,75,Nan,Horticulture
pod borer in tur spray spinosad 3ml 50ml neemoil in 10 lit of water at an interval of 10 days,Maharashtra,1066,Nanded,2008,12,7,0,3,Jayad,Agriculture
quantity of dap to spray on gram 200gm dap in 10 lit of water at an interval of 8-12 days,Maharashtra,1037,Nanded,2008,12,7,0,29,Kharif,Agriculture
pod borer in tur spray quinolphos 20ml or spinosad 3ml 30ml neemoil in 10 lit of water,Maharashtra,1066,Nanded,2008,12,7,0,3,Jayad,Agriculture
market rate of soyabean rs 2340 per quintal,Maharashtra,Soybean Bhat,Nanded,2008,12,17,0,6,Nan,Agriculture
market rate of arhar rs 4005 per quintal average,Maharashtra,1066,Nanded,2008,12,17,0,6,Nan,Agriculture
pest attack on gram spray quinalphos 20 ml in 10 lit water,Maharashtra,1037,Nanded,2008,12,17,0,3,Nan,Agriculture
sowing time of onion jan-feb,Maharashtra,Onion,Osmanabad,2008,12,9,0,74,Nan,Horticulture
attack of pest on tur spray quinalphos 20 ml in 10 lit of water,Maharashtra,Pigeon Pea Red Gramarhartur,Osmanabad,2008,12,9,0,3,Nan,Agriculture
buffalo is very ill for controlling buffalo illness contact to vetarnary doctor,Maharashtra,964,Osmanabad,2008,12,16,0,Disease Management,Nan,Animal Husbandry
green pest on gram crop for controlling green pest on gram crop spraying chloropoyriphos 20ml in 10 lit water,Maharashtra,1037,Osmanabad,2008,12,18,0,2,Nan,Agriculture
information about markrt rate of onion crop in osmanabad market information about markrt rate of onion crop in osmanabad market are rs250000 pert quintal,Maharashtra,Onion,Osmanabad,2008,12,18,0,Market Information,Nan,Horticulture
pod borer on tur spraying of endoxcarb 10 ml in 10 lit of water,Maharashtra,1066,Latur,2008,12,10,0,3,Nan,Agriculture
contact no of emu farmer association contact no of emu farmer association- 020 30787100 mobno 9850090070,Maharashtra,Others,Latur,2008,12,10,0,29,Nan,Agriculture
pod borer in tur spray 20ml quinolphos in 10 lit of water,Maharashtra,1066,Buldana,2008,12,7,0,3,Jayad,Agriculture
flower drop in tur spray 3ml planofix in 10 lit of water,Maharashtra,1066,Buldana,2008,12,7,0,26,Jayad,Agriculture
ask about market rate of soyabean akola quintal 1446 2370 2340 2360,Maharashtra,Soybean Bhat,Buldana,2008,12,9,0,6,Nan,Agriculture
pod borer spraying of imamectin benzoate 6 ml in 10 lit of water,Maharashtra,1066,Buldana,2008,12,10,0,3,Nan,Agriculture
